Region,District,FirstNation,Community,Water System Name,System Type,Advisory Type,Advisory Reasons,Date Set,Date Revoked ,BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS,
Quebec,,Wolinak,Wolinak,Wolinak,PWS,1,6,2016-03-11,2016-03-11,,,,,,
Ontario,Sioux Lookout,MISHKEEGOGAMANG,Mishkeegogamang,New Plant ,PWS,1,2,2016-02-02,2016-02-02,,,,,,
Ontario,Sioux Lookout,MISHKEEGOGAMANG,Mishkeegogamang,New Plant ,PWS,1,3,2016-03-09,2016-04-18,,,,,,
Ontario,Thunder Bay,AROLAND FIRST NATIONS,Aroland ,Aroland ,PWS,1,2,2016-03-09,2016-03-21,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2016-03-16,2016-03-22,,,,,,
Ontario,Thunder Bay,WABASEEMOONG INDEP. NATION,Wabaseemoong,Whitedog  ,PWS,1,2,2016-03-13,2016-03-24,,,,,,
Manitoba,,Hollow Water First Nation,HOLLOW WATER,Hollow Water ,PWS,1,l,2016-03-08,2016-04-07,,,,,,
Manitoba,,Lake Manitoba 271,Lake Manitoba,Lake Manitoba,PWS,1,12,2016-03-23,2016-04-05,,,,,,
Manitoba,,Swan Lake,Swan Lake,Band Office,PWS,1,12,2016-03-12,2016-03-16,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,6,2016-03-11,2016-03-23,,,,,,
Saskatchewan,,Peter Ballantyne,Opawakos Cikan Reserve #201,Opawakos Cikan Reserve #201 ,PWS,1,6,2016-03-16,2016-04-04,,,,,,
Saskatchewan,,Shoal Lake,Shoal Lake,Shoal Lake,PWS,1,6,2016-03-01,2016-03-04,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,5,2017-04-28,2017-05-31,398,Buffalo River Dene Nation,-108.9399635,55.92774872,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Bigstone Cree Nation,Bigstone ,Bigstone Reserve D,PWS,1,m,2016-06-16,2016-06-23,,,,,,
Ontario,Sioux Lookout,BEARSKIN LAKE,Bearskin Lake,Bearskin Lake ,PWS,1,"2,3",2017-05-17,None,207,Bearskin Lake,-90.97214707,53.92403858,GCS_North_American_1983_CSRS,
Manitoba,,GOD'S LAKE FIRST NATION,God's Lake ,Austin Nazzie Pumphouse,PWS,1,2,2005-04-24,None,,,,,,
Manitoba,,Canupawakpa Dakota,Canupawakpa (Oak Lake),Canupawakpa community complex,SPWS,1,"r,3",2014-03-26,None,,,,,,
Atlantic,,WAGMATCOOK,Wagmatcook,Wagmatcook ,PWS,1,3,1999-09-29,2000-01-03,,,,,,
Atlantic,,Waycobah,Waycobah,Waycobah,PWS,1,2,2015-06-29,2015-07-03,,,,,,
Quebec,,uashat,Uashat (Sept-×les),UAS,PWS,1,6,2009-06-20,2009-06-23,,,,,,
Quebec,,Wemotaci,Wemotaci,WEM,PWS,1,5,2007-10-24,2007-10-31,,,,,,
Quebec,,Wemotaci,Wemotaci,WEM,PWS,1,6,2007-11-16,2007-11-21,,,,,,
Quebec,,Wolinak,Wolinak,Wolinak,PWS,1,5,2015-04-17,2015-04-22,,,,,,
Ontario,Moose Factory,ALBANY,Fort Albany,Fort Albany,PWS,1,"2,6",2016-04-12,2016-04-18,,,,,,
Ontario,Moose Factory,ATTAWAPISKAT,Attawapiskat,Attawapiskat ,PWS,1,6,2016-04-18,2016-05-16,,,,,,
Ontario,Moose Factory,KASHECHEWAN,Kashechewan,Kashechewan,PWS,1,6,2016-04-12,2016-04-27,,,,,,
Ontario,Sioux Lookout,BEARSKIN LAKE,Bearskin Lake,Bearskin Lake ,PWS,1,2,2016-05-09,2016-05-25,,,,,,
Ontario,Sioux Lookout,MISHKEEGOGAMANG,Mishkeegogamang,New Plant ,PWS,1,3,2016-05-24,2016-05-31,,,,,,
Ontario,Sioux Lookout,WEBEQUIE,Webequie,Webequie ,PWS,1,6,2016-04-08,None,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,5,2016-02-29,2016-05-25,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,2,2016-04-20,2016-04-29,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,2,2016-05-23,2016-06-19,,,,,,
Ontario,Thunder Bay,Long Lake No. 58,Long Lake No. 58 ,Long Lake No. 58 ,PWS,1,2,2016-04-19,2016-04-27,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2016-04-11,2016-04-18,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2016-05-15,2016-05-19,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,2,2017-03-22,2017-04-03,216,Cat Lake,-91.81381131,51.71906702,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,PWS,1,2,2016-05-03,2016-05-06,,,,,,
Ontario,Thunder Bay,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,PWS,1,3,2016-05-24,2016-05-27,,,,,,
Saskatchewan,,Fond DuLac,Fond DuLac,Fond DuLac,PWS,1,2,2016-04-19,2016-05-06,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,2,2016-04-05,2016-04-22,,,,,,
Saskatchewan,,Montreal Lake,Montreal Lake,Montreal Lake,PWS,1,2,2016-03-15,2016-06-17,,,,,,
Saskatchewan,,Thunderchild,Thunderchild,Thunderchild,PWS,1,2,2016-04-10,2016-04-13,,,,,,
Saskatchewan,,Thunderchild,Thunderchild,Thunderchild,PWS,1,2,2016-05-19,2016-05-27,,,,,,
Saskatchewan,,Witchekan Lake,Witchekan Lake,Witchekan Lake,PWS,1,2,2016-04-18,2016-04-21,,,,,,
Saskatchewan,,Black Lake Desuline First Nation,Stoney Rapids,Stoney Rapids,PWS,1,2,2015-05-02,2016-06-10,,,,,,
Saskatchewan,,Pelican Lake,Pelican Lake,Pelican Lake,PWS,1,2,2016-05-25,2016-05-30,,,,,,
Saskatchewan,,Sturgeon Lake,Sturgeon Lake,Sturgeon Lake ,PWS,1,2,2015-08-24,2016-05-20,,,,,,
Alberta,Treaty 8,Mikisew Cree ,Allison Bay/Mikisew Cree,Mikisew Cree Band Office Semi-Public Water System,SPWS,1,"r,12",2016-08-04,2016-09-21,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,6,2016-12-28,2017-01-10,229,Chapleau Ojibway,-83.39391734,47.81600844,GCS_North_American_1983_CSRS,
Alberta,Treaty 7,Blood,Blood,Red Crow ,PWS,1,m,2016-07-12,2016-07-18,,,,,,
Alberta,Treaty 8,CHIPEWYAN PRAIRIE FIRST NATION,Chipewyan Prairie,Janvier ,PWS,1,"d,9",2016-05-05,2016-05-16,,,,,,
Ontario,Thunder Bay,BIG GRASSY,Big Grassy Community,Big Grassy ,PWS,1,6,2017-03-01,None,124,Big Grassy,-94.32186257,49.0658325,GCS_North_American_1983_CSRS,
Atlantic,,MUSHUAU INNU ,Natuashish,Natuashish,PWS,1,2,2016-06-21,2016-06-30,,,,,,
Quebec,,Eagle Village First Nation,Kipawa (Eagle Village ),KIP,PWS,1,4,2016-06-09,2016-06-14,,,,,,
Quebec,,Essipit,Essipit,ESS,PWS,1,8,2016-06-13,2016-06-17,,,,,,
Quebec,,Wolinak,Wolinak,Wolinak,PWS,1,"2,6",2016-04-05,2016-04-06,,,,,,
Ontario,Sioux Lookout,PIKANGIKUM,Pikangikum,Pikangikum,PWS,1,6,2016-06-29,2016-07-29,,,,,,
Ontario,Sioux Lookout,SACHIGO LAKE,Sachigo Lake,Sachigo Lake,PWS,1,5,2016-06-07,None,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,6,2016-06-16,2016-06-20,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,2,2016-06-20,2016-07-14,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,6,2016-06-20,2016-06-22,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,6,2016-06-27,2016-07-06,,,,,,
Ontario,Thunder Bay,NORTHWEST ANGLE NO. 33,N.W. Angle 33   Dog Paw,Dog Paw ,PWS,1,2,2016-06-12,2016-06-24,,,,,,
Ontario,Thunder Bay,SEINE RIVER FIRST NATION,Seine River First Nation,Seine River ,PWS,1,2,2016-06-21,2016-07-06,,,,,,
Manitoba,,WASAGAMACK FIRST NATION,WASAGAMACK FIRST NATION,Wasagamack First Nation ,PWS,1,3,2016-06-15,2016-06-29,,,,,,
Saskatchewan,,Black Lake Desuline First Nation,Stoney Rapids,Stoney Rapids,PWS,1,2,2016-06-20,2016-07-07,,,,,,
Saskatchewan,,Fond DuLac,Fond DuLac,Fond DuLac,PWS,1,2,2016-06-15,2016-07-11,,,,,,
Saskatchewan,,Hatchet Lake,Hatchet Lake,Hatchet Lake,PWS,1,2,2016-06-10,2016-06-21,,,,,,
Saskatchewan,,Hatchet Lake,Hatchet Lake,Hatchet Lake,PWS,1,2,2016-06-28,2016-08-22,,,,,,
Saskatchewan,,Peter Ballantyne,Southend,Southend,PWS,1,2,2016-06-07,2016-06-28,,,,,,
Saskatchewan,,Clearwater River ,Clearwater River Dene Nation,Clearwater River Dene Nation ,PWS,1,8,2016-10-17,2016-10-28,401,Clearwater River Dene,-109.4998139,56.52819969,GCS_North_American_1983_CSRS,
Saskatchewan,,Witchekan Lake,Witchekan Lake,Witchekan Lake,PWS,1,2,2016-06-27,2016-07-04,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Well Supply ,PWS,1,2,2016-10-24,2016-10-28,182,Constance Lake,-84.143492,49.806332,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Montana,Montana,Montana Gas Bar (Akamihk) ,SPWS,1,"r,12",2015-09-15,2016-02-11,,,,,,
Alberta,Treaty6,O'Chiese,O'Chiese,O'Chiese Truck Stop ,SPWS,1,"f,12",2016-07-25,2016-07-29,,,,,,
Alberta,Treaty 8,Fort McMurray,Fort McMurray-Gregoire Lake,Gregoire Lake,PWS,1,"d,7",2016-05-04,2016-07-15,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,6,2017-02-28,2017-03-06,126,Couchiching First Nation,-93.35976921,48.63426852,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Horse Lake ,Horse Lake,Horse Lake,PWS,1,"a,13",2015-11-13,2016-01-19,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,8,2016-10-08,2016-10-19,361,Cowessess,-102.6601262,50.51635723,GCS_North_American_1983_CSRS,
Alberta,Treaty6,O'Chiese,O'Chiese,O'Chiese Truck Stop ,SPWS,1,"o,12",2016-09-09,2016-09-16,,,,,,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,1,13,2016-01-15,2016-03-04,,,,,,
Atlantic,,EEL RIVER BAR FIRST NATION,Eel River Bar,Eel River Bar ,PWS,1,2,2016-07-08,2016-07-15,,,,,,
Saskatchewan,,Cowessess,Marieval (Lower subdivision),Marieval (Lower subdivision),PWS,1,8,2016-12-01,2016-12-07,361,Cowessess,-102.6601262,50.51635723,GCS_North_American_1983_CSRS,
Quebec,,Grand Lac Vvictoria (Kitcisakik),Grand Lac Vvictoria (Kitcisakik),KIT,PWS,1,4,2016-07-28,2016-08-03,,,,,,
Quebec,,Montagnais de Natashquan ,Natashquan,NAT,PWS,1,8,2016-06-29,2016-06-30,,,,,,
Ontario,Moose Factory,ATTAWAPISKAT,Attawapiskat,Attawapiskat ,PWS,1,6,2016-07-05,2016-07-26,,,,,,
Ontario,Moose Factory,ALBANY,Fort Albany,Fort Albany,PWS,1,6,2016-07-21,2016-07-26,,,,,,
Ontario,Moose Factory,KASHECHEWAN,Kashechewan,Kashechewan,PWS,1,6,2016-07-19,2016-07-29,,,,,,
Ontario,Sioux Lookout,MISHKEEGOGAMANG,Mishkeegogamang,New Plant ,PWS,1,6,2016-07-11,2016-07-22,,,,,,
Ontario,Sioux Lookout,WAPEKEKA,Wapekeka,Wapekeka,PWS,1,6,2016-07-06,2016-07-21,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2016-07-21,2016-07-25,,,,,,
Manitoba,,Dakota Tipi,Dakota Tipi,Dakota Tipi ,PWS,1,"m,9",2016-07-22,2016-07-27,,,,,,
Manitoba,,Dakota Plains,Dakota Plains,Dakota Plains ,PWS,1,"m,9",2016-07-21,2016-08-22,,,,,,
Manitoba,,Kinonjeoshtegon First Nation,Jackhead,Jackhead ,PWS,1,"f,3",2016-07-07,None,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage ,Pemmican Portage ,PWS,1,2,2016-08-23,2016-10-21,350,Cumberland House Cree Nation,-102.2849307,53.94193161,GCS_North_American_1983_CSRS,
Manitoba,,Long Plain,Long Plain,Long Plain ,(Cisterns),1,"m,9",2016-07-22,2016-07-27,,,,,,
Manitoba,,Sandy Bay,Sandy Bay,Sandy Bay ,PWS,1,3,2016-07-21,2016-07-22,,,,,,
Manitoba,,WASAGAMACK FIRST NATION,WASAGAMACK FIRST NATION,Wasagamack First Nation ,PWS,1,"f,3",2016-06-15,2016-06-29,,,,,,
Saskatchewan,,Big River,Big River,Big River,PWS,1,8,2016-07-07,2016-07-11,,,,,,
Saskatchewan,,Black Lake Desuline First Nation,Stoney Rapids,Stoney Rapids,PWS,1,2,2016-07-13,2016-08-02,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,2,2016-07-22,2016-08-15,,,,,,
Saskatchewan,,Clearwater River,Clearwater River,Clearwater River ,PWS,1,8,2016-07-04,2016-07-15,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,8,2016-07-18,2016-07-21,,,,,,
Saskatchewan,,Montreal Lake,Montreal Lake,Montreal Lake,PWS,1,8,2016-07-18,2016-08-11,,,,,,
Saskatchewan,,Montreal Lake,Little Red River,Little Red River,PWS,1,5,2016-07-28,2016-08-27,,,,,,
Saskatchewan,,Cumberland House ,Reserve Center,Reserve Center ,PWS,1,2,2016-08-23,2016-10-21,350,Cumberland House Cree Nation,-102.2849307,53.94193161,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,Garden River,Garden River,PWS,1,"o,8",2016-06-07,2016-06-20,,,,,,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,1,"o,8",2016-07-01,2016-07-11,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage ,Pemmican Portage ,PWS,1,2,2016-08-23,2016-10-21,350,Cumberland House Cree Nation,-102.2849307,53.94193161,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,Garden River,Garden River,PWS,1,f,2016-08-08,2016-09-09,,,,,,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,1,"m,8",2016-08-12,2016-08-22,,,,,,
Saskatchewan,,Cumberland House ,Cumberland House ,Reserve Center ,PWS,1,2,2016-08-23,2016-10-21,350,Cumberland House Cree Nation,-102.2849307,53.94193161,GCS_North_American_1983_CSRS,
Alberta,Treaty 7,Stoney Tribe,Morley,Morley Bearspaw Riding Arena,SPWS,1,"d,3",2015-10-08,2016-05-25,,,,,,
Alberta,Treaty 7,Stoney Tribe,Morley,Morley Chiniki CAPS Building,SPWS,1,"r,12",2015-08-14,2015-12-23,,,,,,
Atlantic,,Esgenoopetitj,Esgenoopetitj,Esgenoopetitj,PWS,1,2,2016-08-10,2016-08-13,,,,,,
Quebec,,Eagle Village First Nation,Kipawa (Eagle Village ),KIP,PWS,1,4,2016-08-04,2016-08-21,,,,,,
Quebec,,Mani-Utenam (Maliotenam),Mani-Utenam (Maliotenam),Mani-Utenam (Maliotenam) ,PWS,1,"2,3,6",2016-08-02,2016-08-03,,,,,,
Quebec,,Mashteuiatsh/Innu,Mashteuiatsh,MAS,PWS,1,2,2016-08-17,2016-08-19,,,,,,
Ontario,Moose Factory,KASHECHEWAN,Kashechewan,Kashechewan,PWS,1,2,2016-08-20,2016-08-25,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2016-08-01,2016-08-05,,,,,,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,6,2016-08-24,2016-09-14,,,,,,
Ontario,Thunder Bay,NORTHWEST ANGLE NO. 33,N.W. Angle 33   Dog Paw,Dog Paw ,PWS,1,2,2016-08-08,2016-08-12,,,,,,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,6,2016-08-24,2016-08-31,,,,,,
Ontario,Southern,Curve Lake,Curve Lake,Curve Lake ,PWS,1,2,2016-11-30,2017-01-09,161,Curve Lake,-78.37530686,44.46253162,GCS_North_American_1983_CSRS,
Ontario,Southern,Curve Lake,Curve Lake,Curve Lake School(Non-Transient),SPWS,1,2,2016-11-23,2017-05-17,161,Curve Lake,-78.37530686,44.46253162,GCS_North_American_1983_CSRS,
Ontario,Southern,Curve Lake,Curve Lake,Curve Lake Community Centre  (Non-Transient),SPWS,1,1,2016-07-20,2017-05-08,161,Curve Lake,-78.37530686,44.46253162,GCS_North_American_1983_CSRS,
Manitoba,,Pinaymootang,Fairford,Pinaymootang Band Office (OLD)-Daycare,SPWS,1,12,2016-08-08,2016-09-16,,,,,,
Manitoba,,Sagkeeng First Nation ,Sagkeeng First Nation ,Sagkeeng NS - Family Services Finance Building,SPWS,1,"b,12",2016-08-05,None,,,,,,
Manitoba,,Swan Lake,Swan Lake,Band Office,PWS,1,"r, 12",2016-08-04,2016-08-10,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,2,2016-08-22,2016-09-04,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,2,2016-08-15,2016-08-31,,,,,,
Alberta,Treaty 8,Driftpile First Nation,Driftpile,S & S Confectionary,SPWS,1,"r,12",2016-10-06,2016-10-28,450,Driftpile First Nation,-115.7824937,55.3432331,GCS_North_American_1983_CSRS,
Quebec,,Ekuanitshit Public Water System,Ekuanitshit Public Water System,Ekuanitshit ,PWS,1,2,2016-12-28,2016-12-30,82,Les Innus de Ekuanitshit,-64.03004154,50.29146227,GCS_North_American_1983_CSRS,
Saskatchewan,,English River,Laplonge,Laplonge ,PWS,1,6,2016-08-04,2016-08-18,,,,,,
Saskatchewan,,Fond DuLac,Fond DuLac,Fond DuLac,PWS,1,2,2016-08-02,2016-08-05,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,2,2016-08-16,2016-08-23,,,,,,
Saskatchewan,,Peter Ballantyne,Opawakos Cikan Reserve #201,Opawakos Cikan Reserve #201 ,PWS,1,2,2016-08-02,2016-08-08,,,,,,
Atlantic,,ELSIPOGTOG FIRST NATION,Elsipogtog,Elsipogtog ,PWS,1,2,2017-01-28,2017-02-02,3,Elsipogtog First Nation,-64.98564494,46.58614904,GCS_North_American_1983_CSRS,
Alberta,Treaty 7,Blood ,Blood,Standoff ,PWS,1,"o,8",2017-05-26,None,435,Blood,-113.2966576,49.46177414,GCS_North_American_1983_CSRS,
Saskatchewan,,English River,Laplonge,Laplonge ,PWS,1,3,2016-09-21,2016-10-28,400,English River First Nation,-107.7172826,55.91533675,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Sturgeon Lake,Sturgeon Lake,Sturgeon Lake Elders Centre,SPWS,1,"R,12",2015-08-12,2015-11-27,,,,,,
Saskatchewan,,English River,Laplonge,Laplonge ,PWS,1,3,2016-12-15,2016-12-22,400,English River First Nation,-107.7172826,55.91533675,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Ermineskin First Nation,Ermineskin,Ermineskin,PWS,1,"o,8",2017-02-07,2017-02-10,443,Ermineskin Tribe,-113.4524753,52.83585149,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Sturgeon Lake,Sturgeon Lake,Timeberwolf Store,SPWS,1,"R,12",2015-10-22,2016-02-29,,,,,,
Alberta,Treaty 6,Ermineskin First Nation,Ermineskin,Ermineskin,PWS,1,"a,8",2017-04-22,2017-04-24,443,Ermineskin Tribe,-113.4524753,52.83585149,GCS_North_American_1983_CSRS,
Atlantic,,Esgenoopetitj,Esgenoopetitj,Esgenoopetitj,PWS,1,3,2016-09-12,2016-12-22,5,Esgenoopetitj First Nation,-65.11669655,47.20783033,GCS_North_American_1983_CSRS,
Atlantic,,Esgenoopetitj,Esgenoopetitj,Esgenoopetitj,PWS,1,2,2017-01-28,2017-02-02,5,Esgenoopetitj First Nation,-65.11669655,47.20783033,GCS_North_American_1983_CSRS,
Quebec,,Algonquine/Kitigan,Zibi Kitigan Zibi,KIZ (Maniwaki Community System),PWS,1,8,2016-09-22,2016-09-26,,,,,,
Atlantic,,ESKASONI,Eskasoni,Eskasoni Public Water System Castle Bay,PWS,1,2,2016-10-10,2016-10-14,23,Eskasoni,-60.64554902,45.93052184,GCS_North_American_1983_CSRS,
Atlantic,,ESKASONI,Eskasoni,Eskasoni Public Water System East Bay,PWS,1,2,2016-10-10,2016-10-14,23,Eskasoni,-60.64554902,45.93052184,GCS_North_American_1983_CSRS,
Quebec,,Essipit,Essipit,ESS,PWS,1,6,2016-11-14,2016-11-17,86,Innue Essipit,-69.39863024,48.34323576,GCS_North_American_1983_CSRS,
Saskatchewan,,Fishing Lake,Fishing Lake,Fishing Lake,PWS,1,2,2017-03-02,2017-03-23,390,Fishing Lake First Nation,-103.6323728,51.85653159,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,SANDY LAKE,Sandy Lake,Sandy Lake ,PWS,DNC,2,2016-09-21,2016-09-23,,,,,,
Ontario,Thunder Bay,ANISHNAABEG OF NAONGASHINING,Big Island First Nation,Big Island ,PWS,1,"2,6",2016-09-09,2016-09-13,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,"3,6",2016-09-17,2016-09-22,,,,,,
Saskatchewan,,Flying Dust,Flying Dust,Flying Dust,PWS,1,8,2016-10-27,2016-11-02,395,Flying Dust First Nation,-108.4043236,54.13541804,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,PWS,1,"2,6",2016-09-21,2016-09-23,,,,,,
Atlantic,,FORT FOLLY,Fort Folly,Fort Folly ,PWS,1,2,2017-01-18,2017-01-21,9,Fort Folly,-64.50280259,45.89063253,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,WHITESAND,Whitesand First Nation,Whitesand ,PWS,1,2,2016-09-21,2016-09-29,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,6,2016-09-23,2016-09-23,,,,,,
Alberta,,Fort McMurray,Gregoire Lake,Brighter Beginnings Academy Head Start,SPWS,1,"r,11",2016-10-18,2016-10-31,468,Fort McMurray #468 First Nation,-111.1574637,56.41352732,GCS_North_American_1983_CSRS,
Saskatchewan,,Fond DuLac,Fond DuLac,Fond DuLac,PWS,1,2,2016-09-06,2016-09-12,,,,,,
Saskatchewan,,Peter Ballantyne ,Pelican Narrows,Pelican Narrows,PWS,1,4,2016-09-07,2016-09-13,,,,,,
Saskatchewan,,Thunderchild,Turtle Lake,Turtle Lake,PWS,1,2,2016-09-02,2016-09-12,,,,,,
Alberta,Treaty 8,Mikisew Cree,Allison Bay/Mikisew Cree,Allison Bay ,PWS,1,"l,8",2016-06-09,2016-08-04,,,,,,
Alberta,Treaty 6,Montana,Montana,Montana  ,PWS,1,"q,7",2016-06-27,2016-07-21,,,,,,
Alberta,Treaty 8,Sturgeon Lake,Sturgeon Lake,Goodswimmer Gas 724,SPWS,1,"r,3",2016-06-15,2016-06-30,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,12,2016-04-29,2016-05-13,,,,,,
Alberta,Treaty 8,Tsuu T'ina Nation,Tsuut'ina,Tsuut'ina Spirit Healing Lodge ,SPWS,1,"r,12",2016-07-27,2016-08-19,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,"f,12",2016-08-06,2016-08-12,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Sucker Creek Multi Purpose Complex and Health Centre ,SPWS,1,b,2016-02-10,2016-04-25,,,,,,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Sucker Creek Multi Purpose Complex and Health Centre ,SPWS,1,"r,12",2016-07-08,2016-07-21,,,,,,
Ontario,Thunder Bay,Fort William,Fort William First Nation,Fort William,PWS,1,6,2016-11-08,2016-11-14,187,Fort William,-89.26267604,48.35433571,GCS_North_American_1983_CSRS,
Ontario,Southern,CHIPPEWAS OF GEORGINA ISLAND,Georgina Island Community,Georgina Island,PWS,1,3,2017-04-24,None,138,Chippewas of Georgina Island,-79.3128731,44.3728441,GCS_North_American_1983_CSRS,
Manitoba,,Fox Lake First Nation,Fox Lake,Fox Lake ,PWS,1,"q,8",2016-12-19,2017-01-06,305,Fox Lake,-94.70966579,56.34572967,GCS_North_American_1983_CSRS,
Quebec,,Gesgapegiag First Nation,Gesgapegiag,GES,PWS,1,2,2017-03-20,2017-03-23,199,Garden River First Nation,-84.15020002,46.53684933,GCS_North_American_1983_CSRS,
Quebec,,Grand Lac Vvictoria (Kitcisakik),Grand Lac Vvictoria (Kitcisakik),KIT,PWS,1,1,2017-05-10,2017-05-12,62,Communaut‚ anicinape de Kitcisakik,-77.78351219,48.10173667,GCS_North_American_1983_CSRS,
Manitoba,,Grand Rapid,Grand Rapid,Grand Rapid,PWS,1,"o,8",2017-03-13,2017-04-21,310,Misipawistik Cree Nation,-99.2364239,53.15249237,GCS_North_American_1983_CSRS,
Saskatchewan,,Hatchet Lake,Hatchet Lake,Hatchet Lake,PWS,1,2,2016-10-19,2016-11-04,352,Hatchet Lake,-103.1591634,58.11250568,GCS_North_American_1983_CSRS,
Saskatchewan,,Cowessess,Marieval (Lower subdivision),Marieval (Lower subdivision),PWS,1,2,2017-02-15,None,361,Cowessess,-102.6601262,50.51635723,GCS_North_American_1983_CSRS,
Saskatchewan,,Cumberland House ,Reserve Center,Reserve Center ,PWS,1,2,2017-04-07,None,350,Cumberland House Cree Nation,-102.2849307,53.94193161,GCS_North_American_1983_CSRS,
Saskatchewan,,Hatchet Lake ,North Point & Northern Settlement,North Point & Northern Settlement ,PWS,1,2,2016-11-24,2017-01-18,352,Hatchet Lake,-103.1591634,58.11250568,GCS_North_American_1983_CSRS,
